State,Type,Gender,Age_group
Rajasthan,Suspected/Illicit Relation,Male,A
Rajasthan,Divorce,Female,A
Rajasthan,Bankruptcy or Sudden change in Economic,Female,A
Rajasthan,Insanity/Mental Illness,Female,A
Rajasthan,Property Dispute,Female,A
Rajasthan,Other Prolonged Illness,Female,A
Rajasthan,Suspected/Illicit Relation,Female,A
Rajasthan,Family Problems,Female,A
Rajasthan,Causes Not known,Female,A
Rajasthan,Other Causes (Please Specity),Female,A
Rajasthan,Cancellation/Non-Settlement of Marriage,Female,A
Rajasthan,Love Affairs,Female,A
Rajasthan,Dowry Dispute,Female,A
Rajasthan,Not having Children(Barrenness/Impotency,Female,A
Rajasthan,Cancer,Female,A
Rajasthan,Death of Dear Person,Female,A
Rajasthan,Fall in Social Reputation,Female,A
Rajasthan,Drug Abuse/Addiction,Male,A
Rajasthan,Cancellation/Non-Settlement of Marriage,Male,A
Rajasthan,Causes Not known,Male,A
Rajasthan,Other Causes (Please Specity),Male,A
Rajasthan,Insanity/Mental Illness,Male,A
Rajasthan,Divorce,Male,A
Rajasthan,Dowry Dispute,Male,A
Rajasthan,Unemployment,Male,A
Rajasthan,Professional/Career Problem,Male,A
Rajasthan,Fall in Social Reputation,Male,A
Rajasthan,Paralysis,Male,A
Rajasthan,Property Dispute,Male,A
Rajasthan,Poverty,Male,A
Rajasthan,Bankruptcy or Sudden change in Economic,Male,A
Rajasthan,Death of Dear Person,Male,A
Rajasthan,Cancer,Male,A
Rajasthan,Illness (Aids/STD),Male,A
Rajasthan,Other Prolonged Illness,Male,A
Rajasthan,Suspected/Illicit Relation,Male,A
Rajasthan,Family Problems,Male,A
Rajasthan,Love Affairs,Male,A
Rajasthan,Not having Children(Barrenness/Impotency,Male,A
Rajasthan,Failure in Examination,Male,A
Rajasthan,Bankruptcy or Sudden change in Economic,Female,A
Rajasthan,Insanity/Mental Illness,Female,A
Rajasthan,Family Problems,Female,A
Rajasthan,Causes Not known,Female,A
Rajasthan,Property Dispute,Female,A
Rajasthan,Other Causes (Please Specity),Female,A
Rajasthan,Other Prolonged Illness,Female,A
Rajasthan,Cancer,Male,A
Rajasthan,Not having Children(Barrenness/Impotency,Male,A
Rajasthan,Insanity/Mental Illness,Male,A
Rajasthan,Professional/Career Problem,Male,A
Rajasthan,Other Prolonged Illness,Male,A
Rajasthan,Drug Abuse/Addiction,Male,A
Rajasthan,Death of Dear Person,Male,A
Rajasthan,Fall in Social Reputation,Male,A
Rajasthan,Suspected/Illicit Relation,Male,A
Rajasthan,Divorce,Male,A
Rajasthan,Family Problems,Male,A
Rajasthan,Bankruptcy or Sudden change in Economic,Male,A
Rajasthan,Causes Not known,Male,A
Rajasthan,Other Causes (Please Specity),Male,A
Rajasthan,Poverty,Male,A
Rajasthan,Property Dispute,Male,A
Rajasthan,Insanity/Mental Illness,Female,S
Rajasthan,Other Prolonged Illness,Female,S
Rajasthan,Other Causes (Please Specity),Female,S
Rajasthan,Bankruptcy or Sudden change in Economic,Female,S
Rajasthan,Causes Not known,Female,S
Rajasthan,Family Problems,Female,S
Rajasthan,Other Prolonged Illness,Male,S
Rajasthan,Insanity/Mental Illness,Male,S
Rajasthan,Professional/Career Problem,Male,S
Rajasthan,Other Causes (Please Specity),Male,S
Rajasthan,Causes Not known,Male,S
Rajasthan,Property Dispute,Male,S
Rajasthan,Drug Abuse/Addiction,Male,S
Rajasthan,Fall in Social Reputation,Male,S
Rajasthan,Bankruptcy or Sudden change in Economic,Male,S
Rajasthan,Family Problems,Male,S
Rajasthan,Hr. Secondary/Intermediate/Pre-Universit,Female,S
Rajasthan,Middle,Female,S
Rajasthan,Diploma,Female,S
Rajasthan,Primary,Female,S
Rajasthan,Post Graduate and Above,Female,S
Rajasthan,Graduate,Female,S
Rajasthan,No Education,Female,S
Rajasthan,Matriculate/Secondary,Female,S
Rajasthan,Middle,Male,S
Rajasthan,Matriculate/Secondary,Male,S
Rajasthan,Post Graduate and Above,Male,S
Rajasthan,Hr. Secondary/Intermediate/Pre-Universit,Male,S
Rajasthan,Diploma,Male,S
Rajasthan,Graduate,Male,S
Rajasthan,No Education,Male,S
Rajasthan,Primary,Male,S
Rajasthan,By Jumping from (Other sites),Female,T
Rajasthan,By Drowning,Female,T
Rajasthan,By Fire/Self Immolation,Female,T
Rajasthan,By Consuming Other Poison,Female,T
Rajasthan,By Hanging,Female,T
Rajasthan,By Other means (please specify),Female,T
Rajasthan,By Jumping off Moving Vehicles/Trains,Female,T
Rajasthan,By Jumping from (Building),Female,T
Rajasthan,By Consuming Insecticides,Female,T
Rajasthan,By Other means (please specify),Male,T
Rajasthan,By Hanging,Male,T
Rajasthan,By Consuming Other Poison,Male,T
Rajasthan,By Machine,Male,T
Rajasthan,By touching electric wires,Male,T
Rajasthan,By Jumping from (Building),Male,T
Rajasthan,By Jumping from (Other sites),Male,T
Rajasthan,By Consuming Insecticides,Male,T
Rajasthan,By coming under running vehicles/trains,Male,T
Rajasthan,By Jumping off Moving Vehicles/Trains,Male,T
Rajasthan,By Drowning,Male,T
Rajasthan,By Overdose of sleeping pills,Female,A
Rajasthan,By Fire/Self Immolation,Female,A
Rajasthan,By Other means (please specify),Female,A
Rajasthan,By Jumping from (Other sites),Female,A
Rajasthan,By touching electric wires,Female,A
Rajasthan,By Hanging,Female,A
Rajasthan,By coming under running vehicles/trains,Female,A
Rajasthan,By Consuming Other Poison,Female,A
Rajasthan,By Jumping off Moving Vehicles/Trains,Female,A
Rajasthan,By Consuming Insecticides,Female,A
Rajasthan,By Drowning,Female,A
Rajasthan,By Machine,Female,A
Rajasthan,By Jumping from (Other sites),Male,A
Rajasthan,By Overdose of sleeping pills,Male,A
Rajasthan,By Consuming Other Poison,Male,A
Rajasthan,By Fire/Self Immolation,Male,A
Rajasthan,By Over Alcoholism,Male,A
Rajasthan,By Machine,Male,A
Rajasthan,By Jumping from (Building),Male,A
Rajasthan,By Fire-Arms,Male,A
Rajasthan,By Consuming Insecticides,Male,A
Rajasthan,By coming under running vehicles/trains,Male,A
Rajasthan,By Drowning,Male,A
Rajasthan,By Jumping off Moving Vehicles/Trains,Male,A
Rajasthan,By touching electric wires,Male,A
Rajasthan,By Hanging,Male,A
Rajasthan,By Other means (please specify),Male,A
Rajasthan,By Consuming Other Poison,Female,A
Rajasthan,By Other means (please specify),Female,A
Rajasthan,By coming under running vehicles/trains,Female,A
Rajasthan,By Overdose of sleeping pills,Female,A
Rajasthan,By Fire/Self Immolation,Female,A
Rajasthan,By touching electric wires,Female,A
Rajasthan,By Jumping off Moving Vehicles/Trains,Female,A
Rajasthan,By Jumping from (Other sites),Female,A
Rajasthan,By Consuming Insecticides,Female,A
Rajasthan,By Hanging,Female,A
Rajasthan,By Drowning,Female,A
Rajasthan,By Machine,Female,A
Rajasthan,By Jumping from (Other sites),Male,A
Rajasthan,By touching electric wires,Male,A
Rajasthan,By Overdose of sleeping pills,Male,A
Rajasthan,By Other means (please specify),Male,A
Rajasthan,By Drowning,Male,A
Rajasthan,By Jumping off Moving Vehicles/Trains,Male,A
Rajasthan,By Consuming Insecticides,Male,A
Rajasthan,By Hanging,Male,A
Rajasthan,By Fire-Arms,Male,A
Rajasthan,By Fire/Self Immolation,Male,A
Rajasthan,By Consuming Other Poison,Male,A
Rajasthan,By Self Infliction of injury,Male,A
Rajasthan,By Machine,Male,A
Rajasthan,By Over Alcoholism,Male,A
Rajasthan,By coming under running vehicles/trains,Male,A
Rajasthan,By coming under running vehicles/trains,Female,A
Rajasthan,By Hanging,Female,A
Rajasthan,By Consuming Insecticides,Female,A
Rajasthan,By Consuming Other Poison,Female,A
Rajasthan,By Jumping from (Other sites),Female,A
Rajasthan,By Machine,Female,A
Rajasthan,By touching electric wires,Female,A
Rajasthan,By Drowning,Female,A
Rajasthan,By Jumping off Moving Vehicles/Trains,Female,A
Rajasthan,By Fire/Self Immolation,Female,A
Rajasthan,By Other means (please specify),Female,A
Rajasthan,By Hanging,Male,A
Rajasthan,By Drowning,Male,A
Rajasthan,By coming under running vehicles/trains,Male,A
Rajasthan,By Fire-Arms,Male,A
Rajasthan,By Consuming Other Poison,Male,A
Rajasthan,By Jumping from (Other sites),Male,A
Rajasthan,By Overdose of sleeping pills,Male,A
Rajasthan,By Fire/Self Immolation,Male,A
Rajasthan,By touching electric wires,Male,A
Rajasthan,By Jumping off Moving Vehicles/Trains,Male,A
Rajasthan,By Machine,Male,A
Rajasthan,By Over Alcoholism,Male,A
Rajasthan,By Other means (please specify),Male,A
Rajasthan,By Consuming Insecticides,Male,A
Rajasthan,By coming under running vehicles/trains,Female,S
Rajasthan,By Consuming Other Poison,Female,S
Rajasthan,By Hanging,Female,S
Rajasthan,By Drowning,Female,S
Rajasthan,By Jumping from (Other sites),Female,S
Rajasthan,By Consuming Insecticides,Female,S
Rajasthan,By Fire/Self Immolation,Female,S
Rajasthan,By Other means (please specify),Female,S
Rajasthan,By Jumping off Moving Vehicles/Trains,Male,S
Rajasthan,By Self Infliction of injury,Male,S
Rajasthan,By Consuming Insecticides,Male,S
Rajasthan,By Other means (please specify),Male,S
Rajasthan,By Fire/Self Immolation,Male,S
Rajasthan,By coming under running vehicles/trains,Male,S
Rajasthan,By touching electric wires,Male,S
Rajasthan,By Consuming Other Poison,Male,S
Rajasthan,By Drowning,Male,S
Rajasthan,By Over Alcoholism,Male,S
Rajasthan,By Hanging,Male,S
Rajasthan,By Jumping from (Other sites),Male,S
Rajasthan,House Wife,Female,T
Rajasthan,Others (Please Specify),Female,T
Rajasthan,Others (Please Specify),Female,T
Rajasthan,Student,Female,T
Rajasthan,Student,Male,T
Rajasthan,Others (Please Specify),Male,T
Rajasthan,Others (Please Specify),Male,T
Rajasthan,Farming/Agriculture Activity,Male,T
Rajasthan,Public Sector Undertaking,Female,A
Rajasthan,Farming/Agriculture Activity,Female,A
Rajasthan,Student,Female,A
Rajasthan,House Wife,Female,A
Rajasthan,Service (Private),Female,A
Rajasthan,Others (Please Specify),Female,A
Rajasthan,Others (Please Specify),Female,A
Rajasthan,Self-employed (Business activity),Female,A
Rajasthan,Unemployed,Male,A
Rajasthan,Others (Please Specify),Male,A
Rajasthan,Public Sector Undertaking,Male,A
Rajasthan,Self-employed (Business activity),Male,A
Rajasthan,Student,Male,A
Rajasthan,Professional Activity,Male,A
Rajasthan,Service (Private),Male,A
Rajasthan,Service (Government),Male,A
Rajasthan,Farming/Agriculture Activity,Male,A
Rajasthan,Others (Please Specify),Male,A
Rajasthan,Others (Please Specify),Female,A
Rajasthan,Public Sector Undertaking,Female,A
Rajasthan,House Wife,Female,A
Rajasthan,Others (Please Specify),Female,A
Rajasthan,Retired Person,Female,A
Rajasthan,Service (Private),Female,A
Rajasthan,Farming/Agriculture Activity,Female,A
Rajasthan,Farming/Agriculture Activity,Male,A
Rajasthan,Student,Male,A
Rajasthan,Others (Please Specify),Male,A
Rajasthan,Service (Private),Male,A
Rajasthan,Others (Please Specify),Male,A
Rajasthan,Professional Activity,Male,A
Rajasthan,Public Sector Undertaking,Male,A
Rajasthan,Unemployed,Male,A
Rajasthan,Service (Government),Male,A
Rajasthan,Self-employed (Business activity),Male,A
Rajasthan,House Wife,Female,A
Rajasthan,Others (Please Specify),Female,A
Rajasthan,Farming/Agriculture Activity,Female,A
Rajasthan,Others (Please Specify),Female,A
Rajasthan,Unemployed,Male,A
Rajasthan,Public Sector Undertaking,Male,A
Rajasthan,Farming/Agriculture Activity,Male,A
Rajasthan,Service (Private),Male,A
Rajasthan,Service (Government),Male,A
Rajasthan,Self-employed (Business activity),Male,A
Rajasthan,Others (Please Specify),Male,A
Rajasthan,Professional Activity,Male,A
Rajasthan,Others (Please Specify),Male,A
Rajasthan,Retired Person,Male,A
Rajasthan,Others (Please Specify),Female,S
Rajasthan,House Wife,Female,S
Rajasthan,Farming/Agriculture Activity,Female,S
Rajasthan,Others (Please Specify),Female,S
Rajasthan,Farming/Agriculture Activity,Male,S
Rajasthan,Others (Please Specify),Male,S
Rajasthan,Self-employed (Business activity),Male,S
Rajasthan,Others (Please Specify),Male,S
Rajasthan,Unemployed,Male,S
Rajasthan,Service (Private),Male,S
Rajasthan,Seperated,Female,S
Rajasthan,Divorcee,Female,S
Rajasthan,Widowed/Widower,Female,S
Rajasthan,Married,Female,S
Rajasthan,Never Married,Female,S
Rajasthan,Widowed/Widower,Male,S
Rajasthan,Never Married,Male,S
Rajasthan,Married,Male,S
Rajasthan,Divorcee,Male,S
Rajasthan,Seperated,Male,S
Rajasthan,Causes Not known,Female,T
Rajasthan,Poverty,Female,T
Rajasthan,Failure in Examination,Female,T
Rajasthan,Family Problems,Female,T
Rajasthan,Other Causes (Please Specity),Female,T
Rajasthan,Insanity/Mental Illness,Female,T
Rajasthan,Other Prolonged Illness,Female,T
Rajasthan,Failure in Examination,Male,T
Rajasthan,Family Problems,Male,T
Rajasthan,Suspected/Illicit Relation,Male,T
Rajasthan,Other Prolonged Illness,Male,T
Rajasthan,Other Causes (Please Specity),Male,T
Rajasthan,Insanity/Mental Illness,Male,T
Rajasthan,Drug Abuse/Addiction,Male,T
Rajasthan,Causes Not known,Male,T
Rajasthan,Other Prolonged Illness,Female,A
Rajasthan,Family Problems,Female,A
Rajasthan,Cancellation/Non-Settlement of Marriage,Female,A
Rajasthan,Illness (Aids/STD),Female,A
Rajasthan,Insanity/Mental Illness,Female,A
Rajasthan,Poverty,Female,A
Rajasthan,Love Affairs,Female,A
Rajasthan,Other Causes (Please Specity),Female,A
Rajasthan,Property Dispute,Female,A
Rajasthan,Divorce,Female,A
Rajasthan,Not having Children(Barrenness/Impotency,Female,A
Rajasthan,Bankruptcy or Sudden change in Economic,Female,A
Rajasthan,Suspected/Illicit Relation,Female,A
Rajasthan,Dowry Dispute,Female,A
Rajasthan,Failure in Examination,Female,A
Rajasthan,Causes Not known,Female,A
Rajasthan,Death of Dear Person,Female,A
Rajasthan,Fall in Social Reputation,Female,A
Rajasthan,Suspected/Illicit Relation,Male,A
Rajasthan,Causes Not known,Male,A
Rajasthan,Insanity/Mental Illness,Male,A
Rajasthan,Drug Abuse/Addiction,Male,A
Rajasthan,Other Prolonged Illness,Male,A
Rajasthan,Poverty,Male,A
Rajasthan,Professional/Career Problem,Male,A
Rajasthan,Love Affairs,Male,A
Rajasthan,Divorce,Male,A
Rajasthan,Failure in Examination,Male,A
Rajasthan,Cancellation/Non-Settlement of Marriage,Male,A
Rajasthan,Paralysis,Male,A
Rajasthan,Dowry Dispute,Male,A
Rajasthan,Bankruptcy or Sudden change in Economic,Male,A
Rajasthan,Unemployment,Male,A
Rajasthan,Family Problems,Male,A
Rajasthan,Fall in Social Reputation,Male,A
Rajasthan,Cancer,Male,A
Rajasthan,Other Causes (Please Specity),Male,A
Rajasthan,Not having Children(Barrenness/Impotency,Male,A
Rajasthan,Property Dispute,Male,A
Rajasthan,Insanity/Mental Illness,Female,A
Rajasthan,Bankruptcy or Sudden change in Economic,Female,A
Rajasthan,Poverty,Female,A
Rajasthan,Professional/Career Problem,Female,A
Rajasthan,Dowry Dispute,Female,A
Rajasthan,Family Problems,Female,A
Rajasthan,Cancer,Female,A
Rajasthan,Not having Children(Barrenness/Impotency,Female,A
Rajasthan,Property Dispute,Female,A
Rajasthan,Other Causes (Please Specity),Female,A
Rajasthan,Causes Not known,Female,A
Rajasthan,Love Affairs,Female,A
Rajasthan,Other Prolonged Illness,Female,A
Rajasthan,Death of Dear Person,Female,A
Rajasthan,Fall in Social Reputation,Female,A
Rajasthan,Suspected/Illicit Relation,Female,A
Rajasthan,Divorce,Female,A
Rajasthan,Drug Abuse/Addiction,Female,A
Rajasthan,Divorce,Male,A
Rajasthan,Cancellation/Non-Settlement of Marriage,Male,A
Rajasthan,Property Dispute,Male,A
Rajasthan,Suspected/Illicit Relation,Male,A
Rajasthan,Cancer,Male,A
Rajasthan,Death of Dear Person,Male,A
Rajasthan,Dowry Dispute,Male,A
Rajasthan,Other Prolonged Illness,Male,A
Rajasthan,Causes Not known,Male,A
Rajasthan,Failure in Examination,Male,A
Rajasthan,Poverty,Male,A
Rajasthan,Bankruptcy or Sudden change in Economic,Male,A
Rajasthan,Paralysis,Male,A
Rajasthan,Professional/Career Problem,Male,A
Rajasthan,Fall in Social Reputation,Male,A
Rajasthan,Drug Abuse/Addiction,Male,A
Rajasthan,Family Problems,Male,A
Rajasthan,Other Causes (Please Specity),Male,A
Rajasthan,Not having Children(Barrenness/Impotency,Male,A
Rajasthan,Insanity/Mental Illness,Male,A
Rajasthan,Unemployment,Male,A
Rajasthan,Love Affairs,Male,A
Rajasthan,Death of Dear Person,Female,A
Rajasthan,Insanity/Mental Illness,Female,A
Rajasthan,Not having Children(Barrenness/Impotency,Female,A
Rajasthan,Professional/Career Problem,Female,A
Rajasthan,Cancer,Female,A
Rajasthan,Other Causes (Please Specity),Female,A
Rajasthan,Causes Not known,Female,A
Rajasthan,Dowry Dispute,Female,A
Rajasthan,Property Dispute,Female,A
Rajasthan,Other Prolonged Illness,Female,A
Rajasthan,Bankruptcy or Sudden change in Economic,Female,A
Rajasthan,Poverty,Female,A
Rajasthan,Suspected/Illicit Relation,Female,A
Rajasthan,Family Problems,Female,A
Rajasthan,Paralysis,Female,A
Rajasthan,Insanity/Mental Illness,Male,A
Rajasthan,Drug Abuse/Addiction,Male,A
Rajasthan,Cancer,Male,A
Rajasthan,Other Causes (Please Specity),Male,A
Rajasthan,Paralysis,Male,A
Rajasthan,Poverty,Male,A
Rajasthan,Causes Not known,Male,A
Rajasthan,Family Problems,Male,A
Rajasthan,Property Dispute,Male,A
Rajasthan,Fall in Social Reputation,Male,A
Rajasthan,Other Prolonged Illness,Male,A
Rajasthan,Unemployment,Male,A
Rajasthan,Not having Children(Barrenness/Impotency,Male,A
Rajasthan,Professional/Career Problem,Male,A
Rajasthan,Death of Dear Person,Male,A
Rajasthan,Illness (Aids/STD),Male,A
Rajasthan,Bankruptcy or Sudden change in Economic,Male,A
Rajasthan,Suspected/Illicit Relation,Male,A
Rajasthan,Other Prolonged Illness,Female,S
Rajasthan,Causes Not known,Female,S
Rajasthan,Other Causes (Please Specity),Female,S
Rajasthan,Insanity/Mental Illness,Female,S
Rajasthan,Cancer,Female,S
Rajasthan,Death of Dear Person,Female,S
Rajasthan,Family Problems,Female,S
Rajasthan,Insanity/Mental Illness,Male,S
Rajasthan,Other Causes (Please Specity),Male,S
Rajasthan,Cancer,Male,S
Rajasthan,Other Prolonged Illness,Male,S
Rajasthan,Causes Not known,Male,S
Rajasthan,Bankruptcy or Sudden change in Economic,Male,S
Rajasthan,Drug Abuse/Addiction,Male,S
Rajasthan,Unemployment,Male,S
Rajasthan,Family Problems,Male,S
Rajasthan,Fall in Social Reputation,Male,S
Rajasthan,Professional/Career Problem,Male,S
Rajasthan,Graduate,Female,S
Rajasthan,Hr. Secondary/Intermediate/Pre-Universit,Female,S
Rajasthan,Primary,Female,S
Rajasthan,No Education,Female,S
Rajasthan,Matriculate/Secondary,Female,S
Rajasthan,Middle,Female,S
Rajasthan,Post Graduate and Above,Female,S
Rajasthan,Diploma,Female,S
Rajasthan,Graduate,Male,S
Rajasthan,Hr. Secondary/Intermediate/Pre-Universit,Male,S
Rajasthan,Matriculate/Secondary,Male,S
Rajasthan,Middle,Male,S
Rajasthan,No Education,Male,S
Rajasthan,Diploma,Male,S
Rajasthan,Primary,Male,S
Rajasthan,Post Graduate and Above,Male,S
Rajasthan,By Jumping from (Other sites),Female,T
Rajasthan,By Fire/Self Immolation,Female,T
Rajasthan,By Consuming Insecticides,Female,T
Rajasthan,By Consuming Other Poison,Female,T
Rajasthan,By coming under running vehicles/trains,Female,T
Rajasthan,By Other means (please specify),Female,T
Rajasthan,By Drowning,Female,T
Rajasthan,By Hanging,Female,T
Rajasthan,By Other means (please specify),Male,T
Rajasthan,By Fire/Self Immolation,Male,T
Rajasthan,By touching electric wires,Male,T
Rajasthan,By Consuming Insecticides,Male,T
Rajasthan,By Consuming Other Poison,Male,T
Rajasthan,By Jumping from (Building),Male,T
Rajasthan,By Drowning,Male,T
Rajasthan,By Hanging,Male,T
Rajasthan,By touching electric wires,Female,A
Rajasthan,By Jumping from (Building),Female,A
Rajasthan,By Other means (please specify),Female,A
Rajasthan,By Consuming Other Poison,Female,A
Rajasthan,By coming under running vehicles/trains,Female,A
Rajasthan,By Drowning,Female,A
Rajasthan,By Jumping from (Other sites),Female,A
Rajasthan,By Hanging,Female,A
Rajasthan,By Self Infliction of injury,Female,A
Rajasthan,By Consuming Insecticides,Female,A
Rajasthan,By Overdose of sleeping pills,Female,A
Rajasthan,By Fire-Arms,Female,A
Rajasthan,By Fire/Self Immolation,Female,A
Rajasthan,By Jumping from (Other sites),Male,A
Rajasthan,By Other means (please specify),Male,A
Rajasthan,By Over Alcoholism,Male,A
Rajasthan,By Fire-Arms,Male,A
Rajasthan,By Hanging,Male,A
Rajasthan,By touching electric wires,Male,A
Rajasthan,By Consuming Insecticides,Male,A
Rajasthan,By Fire/Self Immolation,Male,A
Rajasthan,By Machine,Male,A
Rajasthan,By Drowning,Male,A
Rajasthan,By Jumping off Moving Vehicles/Trains,Male,A
Rajasthan,By Self Infliction of injury,Male,A
Rajasthan,By Jumping from (Building),Male,A
Rajasthan,By Consuming Other Poison,Male,A
Rajasthan,By coming under running vehicles/trains,Male,A
Rajasthan,By Overdose of sleeping pills,Male,A
Rajasthan,By Over Alcoholism,Female,A
Rajasthan,By Fire-Arms,Female,A
Rajasthan,By touching electric wires,Female,A
Rajasthan,By Other means (please specify),Female,A
Rajasthan,By Self Infliction of injury,Female,A
Rajasthan,By Overdose of sleeping pills,Female,A
Rajasthan,By Fire/Self Immolation,Female,A
Rajasthan,By Consuming Insecticides,Female,A
Rajasthan,By Jumping off Moving Vehicles/Trains,Female,A
Rajasthan,By Drowning,Female,A
Rajasthan,By Hanging,Female,A
Rajasthan,By Consuming Other Poison,Female,A
Rajasthan,By Jumping from (Other sites),Female,A
Rajasthan,By coming under running vehicles/trains,Female,A
Rajasthan,By Consuming Insecticides,Male,A
Rajasthan,By Overdose of sleeping pills,Male,A
Rajasthan,By Jumping from (Building),Male,A
Rajasthan,By Drowning,Male,A
Rajasthan,By Fire-Arms,Male,A
Rajasthan,By Jumping from (Other sites),Male,A
Rajasthan,By Consuming Other Poison,Male,A
Rajasthan,By Other means (please specify),Male,A
Rajasthan,By touching electric wires,Male,A
Rajasthan,By Fire/Self Immolation,Male,A
Rajasthan,By Self Infliction of injury,Male,A
Rajasthan,By Over Alcoholism,Male,A
Rajasthan,By coming under running vehicles/trains,Male,A
Rajasthan,By Hanging,Male,A
Rajasthan,By Jumping off Moving Vehicles/Trains,Male,A
Rajasthan,By Hanging,Female,A
Rajasthan,By Drowning,Female,A
Rajasthan,By Consuming Other Poison,Female,A
Rajasthan,By Fire-Arms,Female,A
Rajasthan,By Fire/Self Immolation,Female,A
Rajasthan,By Overdose of sleeping pills,Female,A
Rajasthan,By Jumping from (Other sites),Female,A
Rajasthan,By touching electric wires,Female,A
Rajasthan,By Other means (please specify),Female,A
Rajasthan,By Consuming Insecticides,Female,A
Rajasthan,By coming under running vehicles/trains,Female,A
Rajasthan,By Over Alcoholism,Male,A
Rajasthan,By Consuming Other Poison,Male,A
Rajasthan,By coming under running vehicles/trains,Male,A
Rajasthan,By Machine,Male,A
Rajasthan,By Jumping from (Other sites),Male,A
Rajasthan,By Hanging,Male,A
Rajasthan,By Other means (please specify),Male,A
Rajasthan,By Drowning,Male,A
Rajasthan,By touching electric wires,Male,A
Rajasthan,By Overdose of sleeping pills,Male,A
Rajasthan,By Fire/Self Immolation,Male,A
Rajasthan,By Jumping from (Building),Male,A
Rajasthan,By Consuming Insecticides,Male,A
Rajasthan,By Hanging,Female,S
Rajasthan,By Consuming Insecticides,Female,S
Rajasthan,By Consuming Other Poison,Female,S
Rajasthan,By coming under running vehicles/trains,Female,S
Rajasthan,By Fire/Self Immolation,Female,S
Rajasthan,By Drowning,Female,S
Rajasthan,By Other means (please specify),Female,S
Rajasthan,By Hanging,Male,S
Rajasthan,By Fire/Self Immolation,Male,S
Rajasthan,By Over Alcoholism,Male,S
Rajasthan,By Consuming Insecticides,Male,S
Rajasthan,By Other means (please specify),Male,S
Rajasthan,By Consuming Other Poison,Male,S
Rajasthan,By Fire-Arms,Male,S
Rajasthan,By Overdose of sleeping pills,Male,S
Rajasthan,By Drowning,Male,S
Rajasthan,By Jumping from (Other sites),Male,S
Rajasthan,By coming under running vehicles/trains,Male,S
Rajasthan,By touching electric wires,Male,S
Rajasthan,Student,Female,T
Rajasthan,Others (Please Specify),Female,T
Rajasthan,House Wife,Female,T
Rajasthan,Others (Please Specify),Male,T
Rajasthan,Unemployed,Male,T
Rajasthan,Others (Please Specify),Male,T
Rajasthan,Farming/Agriculture Activity,Male,T
Rajasthan,Student,Male,T
Rajasthan,Service (Private),Male,T
Rajasthan,Student,Female,A
Rajasthan,Farming/Agriculture Activity,Female,A
Rajasthan,Unemployed,Female,A
Rajasthan,Service (Private),Female,A
Rajasthan,House Wife,Female,A
Rajasthan,Service (Government),Female,A
Rajasthan,Others (Please Specify),Female,A
Rajasthan,Others (Please Specify),Female,A
Rajasthan,Public Sector Undertaking,Female,A
Rajasthan,Self-employed (Business activity),Male,A
Rajasthan,Public Sector Undertaking,Male,A
Rajasthan,Unemployed,Male,A
Rajasthan,Others (Please Specify),Male,A
Rajasthan,Farming/Agriculture Activity,Male,A
Rajasthan,Others (Please Specify),Male,A
Rajasthan,Professional Activity,Male,A
Rajasthan,Service (Private),Male,A
Rajasthan,Student,Male,A
Rajasthan,Service (Government),Male,A
Rajasthan,House Wife,Female,A
Rajasthan,Others (Please Specify),Female,A
Rajasthan,Unemployed,Female,A
Rajasthan,Student,Female,A
Rajasthan,Professional Activity,Female,A
Rajasthan,Farming/Agriculture Activity,Female,A
Rajasthan,Others (Please Specify),Female,A
Rajasthan,Service (Private),Female,A
Rajasthan,Service (Government),Female,A
Rajasthan,Unemployed,Male,A
Rajasthan,Student,Male,A
Rajasthan,Service (Private),Male,A
Rajasthan,Others (Please Specify),Male,A
Rajasthan,Professional Activity,Male,A
Rajasthan,Farming/Agriculture Activity,Male,A
Rajasthan,Public Sector Undertaking,Male,A
Rajasthan,Service (Government),Male,A
Rajasthan,Others (Please Specify),Male,A
Rajasthan,Self-employed (Business activity),Male,A
Rajasthan,Unemployed,Female,A
Rajasthan,Others (Please Specify),Female,A
Rajasthan,House Wife,Female,A
Rajasthan,Others (Please Specify),Female,A
Rajasthan,Farming/Agriculture Activity,Female,A
Rajasthan,Service (Government),Female,A
Rajasthan,Others (Please Specify),Male,A
Rajasthan,Public Sector Undertaking,Male,A
Rajasthan,Self-employed (Business activity),Male,A
Rajasthan,Unemployed,Male,A
Rajasthan,Professional Activity,Male,A
Rajasthan,Farming/Agriculture Activity,Male,A
Rajasthan,Others (Please Specify),Male,A
Rajasthan,Service (Government),Male,A
Rajasthan,Service (Private),Male,A
Rajasthan,Service (Government),Female,S
Rajasthan,House Wife,Female,S
Rajasthan,Farming/Agriculture Activity,Female,S
Rajasthan,Others (Please Specify),Female,S
Rajasthan,Self-employed (Business activity),Male,S
Rajasthan,Farming/Agriculture Activity,Male,S
Rajasthan,Service (Private),Male,S
Rajasthan,Unemployed,Male,S
Rajasthan,Others (Please Specify),Male,S
Rajasthan,Others (Please Specify),Male,S
Rajasthan,Seperated,Female,S
Rajasthan,Never Married,Female,S
Rajasthan,Widowed/Widower,Female,S
Rajasthan,Divorcee,Female,S
Rajasthan,Married,Female,S
Rajasthan,Never Married,Male,S
Rajasthan,Married,Male,S
Rajasthan,Divorcee,Male,S
Rajasthan,Widowed/Widower,Male,S
Rajasthan,Seperated,Male,S
